Rita,Harvey,mergecell,Geofips,State,Geoname,GDPsub_Gov2012,GDPsub_Gov2013,GDPsub_Gov2014,GDPsub_Gov2015,GDPsub_PrGood2012,GDPsub_PrGood2013,GDPsub_PrGood2014,GDPsub_PrGood2015,GDPsub_PrServ2012,GDPsub_PrServ2013,GDPsub_PrServ2014,GDPsub_PrServ2015,GDP_2012,GDP_2013,GDP_2014,GDP_2015,PerCapInc2003,PerCapInc2004,PerCapInc2005,PerCapInc2006,PerCapInc2007,PerCapInc2008,PerCapInc2009,PerCapInc2010,PerCapInc2011,PerCapInc2012,PerCapInc2013,PerCapInc2014,PerCapInc2015,PerCapInc2016,PerCapInc2017,Popula2003,Popula2004,Popula2005,Popula2006,Popula2007,Popula2008,Popula2009,Popula2010,Popula2011,Popula2012,Popula2013,Popula2014,Popula2015,Popula2016,Popula2017,PersInc2003,PersInc2004,PersInc2005,PersInc2006,PersInc2007,PersInc2008,PersInc2009,PersInc2010,PersInc2011,PersInc2012,PersInc2013,PersInc2014,PersInc2015,PersInc2016,PersInc2017
0,Harvey,dewitt_tx,48123,TX,"DeWitt, TX",126948,133461,140135,150723,247405,308288,392271,357415,345705,372370,418868,466976,720059,814118,951273,975114,22960,22726,24418,25377,27873,30504,29623,32450,36709,42525,46641,54880,57053,50149,51896,20034,20176,20342,20108,19961,19902,20048,20055,20202,20365,20382,20516,20630,20618,20226,459974,458525,496715,510281,556373,607090,593884,650792,741592,866030,950647,1125919,1177000,1033964,1049645
0,0,dickens_tx,48125,TX,"Dickens, TX",9172,9223,9502,9927,14040,13389,14267,14952,51632,54297,55670,53368,74844,76909,79439,78247,19763,21200,21728,21910,24563,22498,23829,26834,26302,27599,28880,29388,31553,30229,32006,2670,2641,2563,2466,2461,2400,2423,2447,2400,2321,2297,2212,2202,2201,2209,52767,55990,55688,54030,60449,53996,57737,65664,63126,64058,66338,65007,69479,66534,70702
0,0,dimmit_tx,48127,TX,"Dimmit, TX",94823,98750,105659,115599,329652,355976,350266,287835,204057,244023,320846,388579,628533,698749,776771,792013,16536,17169,17131,18294,19722,21483,23363,28439,36983,37882,34102,34218,35223,31764,32067,10075,9964,10031,9972,9845,9833,9848,10043,10111,10477,10905,11021,10981,10784,10418,166605,171073,171846,182426,194165,211243,230079,285614,373938,396891,371878,377116,386781,342540,334069
0,0,donley_tx,48129,TX,"Donley, TX",21469,22238,22307,23762,32995,64776,39473,44340,28298,26752,27956,28974,82762,113766,89736,97076,26482,26155,27863,27158,26802,28094,28436,32222,34199,33638,44024,39371,44197,40526,44176,3898,3915,3833,3779,3806,3688,3670,3736,3688,3645,3566,3502,3396,3392,3311,103225,102396,106797,102631,102008,103610,104360,120383,126127,122612,156990,137877,150092,137464,146266
0,0,duval_tx,48131,TX,"Duval, TX",76045,77844,76702,79459,172184,188199,173998,105243,109020,102335,103894,106158,357250,368377,354593,290860,19898,20201,21128,23011,24771,26976,26999,29451,33729,36080,38070,38992,37276,34281,34579,12570,12539,12426,12298,12097,11945,11917,11720,11795,11585,11587,11520,11343,11449,11273,250123,253297,262540,282988,299652,322232,321746,345161,397839,417991,441120,449184,422827,392485,389812
0,0,eastland_tx,48133,TX,"Eastland, TX",115695,113841,124043,135465,300804,513614,353637,251177,486619,500950,577787,552605,903118,1128405,1055467,939247,24991,24973,26787,31741,32109,33955,31732,34613,45013,46191,52625,49732,49951,49861,56294,18333,18442,18533,18545,18636,18520,18497,18594,18576,18455,18277,18238,18161,18303,18411,458166,460559,496439,588630,598389,628846,586938,643590,836168,852449,961832,907012,907162,912613,1036438
0,0,ector_tx,48135,TX,"Ector, TX",664369,722866,769498,831149,4107105,4497020,4939119,3727701,4998696,5356255,5862621,6001539,9770169,10576141,11571238,10560390,23632,24000,26526,30334,32897,37282,32765,34978,39589,44725,43881,47711,41921,37928,40851,122739,124163,125378,127476,130459,133064,136930,137079,139611,144455,149651,154566,159835,157580,157087,2900618,2979900,3325727,3866820,4291650,4960889,4486526,4794782,5527046,6460741,6566858,7374465,6700435,5976672,6417181
0,0,edwards_tx,48137,TX,"Edwards, TX",12313,10609,10065,10273,9314,9414,11049,11216,14089,19801,23157,23442,35716,39824,44271,44932,26949,24456,24426,25091,25671,28950,30971,28435,31200,31438,38804,36726,38930,33852,34266,2042,2027,2011,1995,2062,2084,2012,1999,1979,1988,1897,1902,1910,1918,1953,55029,49572,49120,50057,52933,60332,62314,56841,61744,62498,73611,69853,74356,64928,66921
0,0,ellis_tx,48139,TX,"Ellis, TX",449026,473195,493007,522620,1890568,1987236,2013861,2052371,2042536,2158697,2300093,2474316,4382130,4619128,4806961,5049308,26663,27463,28494,30173,32398,33446,32672,33184,34881,36559,37166,38705,40065,41431,42490,122620,125733,129955,135276,139988,144394,147392,150364,152396,153712,155987,159185,163285,168381,173620,3269356,3452962,3702875,4081675,4535382,4829413,4815519,4989719,5315728,5619482,5797391,6161223,6541947,6976247,7377130
0,0,el paso_tx,48141,TX,"El Paso, TX",8409352,8415227,8434595,8741219,4376709,4033468,3728976,3531119,14030855,14247323,15013641,15851050,26816915,26696018,27177212,28123389,21056,21838,22950,23776,24895,25803,26487,28417,29769,30799,30349,31837,32961,33711,34582,705200,717652,728095,744795,755578,769930,786759,803511,819336,831126,830185,833495,832890,837147,840410,14848831,15671741,16710101,17708416,18810366,19866877,20838681,22833234,24390972,25597849,25195078,26536148,27452977,28221129,29062655
0,0,erath_tx,48143,TX,"Erath, TX",200798,214006,222365,238264,311945,391541,424557,470705,514851,537456,584466,638439,1027594,1143003,1231388,1347408,22546,23167,23571,24200,25600,27170,25818,28458,30184,30760,31351,34674,35100,35925,37624,34131,34887,35336,36355,36678,37137,37594,37912,38925,39414,39903,40543,41221,41443,41969,769531,808242,832893,879777,938957,1009026,970600,1078915,1174930,1212359,1251016,1405782,1446859,1488845,1579045
0,0,falls_tx,48145,TX,"Falls, TX",98162,99496,98723,102297,87784,113051,96925,105826,116662,145995,166187,178363,302608,358543,361835,386486,20753,21216,21647,21877,23465,24826,24787,26693,28217,28776,30595,31010,31446,31689,32392,18086,18066,17990,17945,17712,17698,17762,17893,17850,17561,17240,17207,17230,17331,17437,375336,383284,389431,392591,415614,439377,440267,477624,503669,505329,527453,533586,541806,549210,564823
0,0,fannin_tx,48147,TX,"Fannin, TX",175304,185417,192011,198826,101624,0,0,138967,238995,0,0,260945,515923,552959,574815,598739,21820,22352,22989,23973,25291,26889,27010,27825,29846,30852,31303,32939,34665,35886,36826,32380,32692,33221,33540,33644,33870,33865,33917,33872,33576,33541,33615,33476,33855,34446,706521,730739,763726,804068,850903,910716,914686,943729,1010947,1035890,1049948,1107256,1160448,1214929,1268496
0,Harvey,fayette_tx,48149,TX,"Fayette, TX",123634,117873,123097,122948,238806,269223,280206,238117,866405,994005,1017413,991423,1228844,1381101,1420716,1352488,28574,29469,29302,32037,34445,36346,36032,38105,40942,44413,46040,50975,49026,47325,48833,22910,23107,23342,23631,23898,24347,24470,24557,24744,24654,24716,24789,24967,25070,25272,654620,680950,683968,757059,823168,884917,881691,935736,1013059,1094968,1137920,1263630,1224028,1186432,1234101
0,0,fisher_tx,48151,TX,"Fisher, TX",18715,19473,18888,20484,26742,37141,39968,44964,60327,64950,67979,64000,105784,121563,126835,129447,25716,27221,29896,26408,32662,28543,30348,35046,41254,32989,41188,35721,40811,36511,36259,4191,4118,4135,4098,4080,4065,4014,3969,3957,3848,3869,3873,3871,3881,3880,107777,112097,123620,108221,133262,116026,121818,139099,163242,126943,159356,138346,157981,141701,140685
0,0,floyd_tx,48153,TX,"Floyd, TX",32984,32999,32637,33343,58297,73508,72481,80463,62726,65641,68025,70518,154007,172148,173144,184323,24523,25549,29547,28223,31683,30048,31239,37764,34113,31650,38821,38398,40652,32919,39067,7364,7130,6983,6855,6683,6528,6508,6403,6369,6349,6244,5945,5846,5876,5855,180589,182166,206329,193471,211735,196152,203301,241805,217264,200948,242397,228279,237650,193434,228735
0,0,foard_tx,48155,TX,"Foard, TX",5305,5026,5206,5592,7732,8593,8962,9046,9701,9867,10103,10119,22738,23486,24271,24757,26755,25163,25546,23990,32809,30990,31723,29097,31044,32944,38462,40766,38983,36815,37809,1513,1492,1439,1432,1383,1334,1321,1345,1362,1311,1288,1277,1228,1211,1222,40480,37543,36761,34354,45375,41340,41906,39136,42282,43189,49539,52058,47871,44583,46202
Rita,Harvey,fort bend_tx,48157,TX,"Fort Bend, TX",1604252,1687741,1799770,1970423,5979070,6494371,6654571,6437225,10068399,11074965,11739942,12895806,17651721,19257077,20194282,21303455,34280,35203,37822,40953,44551,49149,45978,46798,49448,52521,54301,58706,61588,54489,54510,418747,441139,462953,490916,516564,542957,569130,590286,606499,625394,652496,683943,713881,741958,764828,14354531,15529458,17509786,20104295,23013549,26685610,26167726,27624339,29990231,32846015,35431372,40151774,43966778,40428293,41690472
0,0,franklin_tx,48159,TX,"Franklin, TX",25949,26858,28226,29340,38248,54201,56956,67715,160436,162613,166616,173327,224633,243672,251798,270383,28317,28440,26457,26642,28660,29372,29784,30714,32320,33366,33689,35631,36501,36677,38351,9597,9731,10745,10755,10799,10604,10601,10609,10563,10639,10611,10563,10593,10659,10767,271755,276751,284277,286531,309494,311458,315741,325850,341395,354986,357474,376365,386653,390938,412927
0,0,freestone_tx,48161,TX,"Freestone, TX",89916,91045,90601,91976,268947,282171,295498,265603,825108,825222,785720,884991,1183971,1198438,1171820,1242570,21369,22192,23706,25439,26440,27791,26908,29105,31866,34160,34945,36980,37000,35401,35681,18483,18684,18843,19123,19162,19446,19743,19801,19596,19475,19591,19656,19712,19647,19625,394967,414631,446697,486474,506651,540429,531250,576303,624444,665257,684600,726875,729338,695520,700248
0,0,frio_tx,48163,TX,"Frio, TX",84332,89075,93596,102096,306765,331643,480774,354377,315400,365793,435881,451463,706497,786512,1010252,907936,18025,17416,17878,18254,19585,20995,21065,22766,24456,27251,27362,28402,28395,26465,26421,16477,16532,16618,16720,16776,16939,17120,17258,17495,17908,18383,18924,19260,19385,19600,297005,287929,297098,305200,328563,355640,360627,392893,427863,488003,502988,537470,546889,513025,517857
0,0,gaines_tx,48165,TX,"Gaines, TX",82762,89005,91884,99078,393865,456609,501690,491449,233549,253416,269600,279335,710176,799030,863174,869862,25651,25875,27155,26044,26312,25692,26779,33812,33044,36853,39502,36235,35856,33239,36750,14747,14978,15331,15707,16187,16641,17163,17584,17902,18284,18793,19319,20213,20481,20638,378269,387559,416308,409074,425909,427548,459607,594549,591556,673825,742359,700015,724763,680775,758441
Rita,Harvey,galveston_tx,48167,TX,"Galveston, TX",2269448,2353375,2354272,2537354,4601894,5338676,3622757,4350482,5235406,5410180,5758736,5939233,12106748,13102231,11735766,12827068,31549,31872,33431,36287,38821,39935,40250,40715,43169,45171,45574,48068,50015,48529,49079,265269,269760,274806,279182,283770,288643,287428,292470,295609,301059,306662,313609,321305,329306,335036,8368997,8597841,9187021,10130542,11016278,11526923,11569093,11907882,12761027,13599275,13975675,15074714,16070220,15980973,16443373
0,0,garza_tx,48169,TX,"Garza, TX",25680,23670,24568,25527,181693,216782,196121,107950,75441,76276,80873,82630,282814,316729,301562,216107,21246,22039,24213,25643,28107,34939,27265,31990,34348,35398,37452,36761,30603,27104,26482,5531,5800,5742,5996,6049,6158,6368,6465,6565,6417,6372,6408,6369,6444,6528,117510,127827,139033,153754,170021,215157,173623,206816,225493,227147,238643,235564,194908,174660,172873
0,0,gillespie_tx,48171,TX,"Gillespie, TX",74972,77931,81243,86960,180128,191012,213179,214469,426338,466741,496910,520700,681438,735684,791332,822128,29785,32396,34582,35398,38605,42374,42044,41792,44288,49772,48689,52522,54781,56346,57382,22128,22454,22858,23487,23787,24206,24608,24885,25038,25152,25320,25465,25959,26305,26646,659072,727427,790465,831400,918309,1025693,1034610,1039984,1108893,1251867,1232814,1337482,1422048,1482188,1529002
0,0,glasscock_tx,48173,TX,"Glasscock, TX",6508,7679,8340,8773,31308,38319,59774,53814,58716,56201,61033,70553,96532,102199,129146,133141,33830,28657,38192,26512,49063,34312,32452,47704,42041,47778,68623,72115,73858,68557,78012,1332,1290,1273,1202,1164,1218,1224,1232,1237,1273,1264,1317,1369,1350,1348,45062,36967,48618,31868,57109,41792,39721,58771,52005,60821,86740,94976,101111,92552,105160
0,Harvey,goliad_tx,48175,TX,"Goliad, TX",26472,27888,28402,29530,77259,89903,75532,49668,306733,282511,309077,214264,410464,400302,413011,293462,25553,25595,27136,29806,30078,30296,28988,30355,35308,38278,40873,44610,42041,41097,40890,7135,7071,7070,7121,7142,7164,7157,7219,7208,7332,7451,7504,7510,7521,7562,182321,180979,191855,212251,214815,217044,207470,219130,254498,280656,304546,334757,315729,309087,309209
0,Harvey,gonzales_tx,48177,TX,"Gonzales, TX",85444,93494,100200,108206,327550,380898,375992,383490,229875,230963,231914,230112,642869,705354,708106,721808,25100,25175,25571,24392,25431,27774,27835,30383,31385,33624,36358,42490,44425,38691,41154,19181,19370,19656,19633,19512,19538,19628,19788,19742,19915,20139,20357,20538,20863,20893,481442,487643,502630,478887,496206,542649,546353,601228,619612,669625,732221,864977,912395,807209,859835
0,0,gray_tx,48179,TX,"Gray, TX",93873,97319,100592,106781,689316,771188,721530,524994,431774,409889,419543,441997,1214964,1278396,1241665,1073772,27871,28750,32390,35338,38563,42953,35902,37700,41812,44222,46379,46814,43358,39022,41781,21762,21551,21776,22100,22438,22772,22719,22467,22651,22908,22986,23437,23245,22738,22404,606524,619593,705326,780962,865270,978130,815649,847000,947078,1013027,1066065,1097179,1007856,887285,936056
0,0,grayson_tx,48181,TX,"Grayson, TX",409201,425892,438256,460608,1231444,1257135,1182610,1110120,2017076,2110988,2285101,2484665,3657721,3794014,3905967,4055393,24971,26070,27355,29213,31113,33239,31730,32287,34015,35696,36288,38202,39030,40383,41250,114421,114998,115666,117174,118331,118834,120069,121034,121372,121750,122295,123540,125549,128206,131140,2857262,2998013,3164013,3422950,3681652,3949903,3809816,3907857,4128428,4345998,4437818,4719494,4900237,5177290,5409499
0,0,gregg_tx,48183,TX,"Gregg, TX",482011,500323,514676,533263,3252872,3403544,3448374,2641624,4586598,4674138,5082691,5368213,8321480,8578006,9045741,8543100,30074,30551,33537,37617,39536,46170,41871,41882,46846,46047,45290,47454,44776,43624,44073,113775,114541,115402,117118,118260,119157,121238,121993,122603,122995,123172,123027,123851,123594,123367,3421621,3499397,3870188,4405660,4675487,5501470,5076315,5109323,5743507,5663519,5578450,5838112,5545504,5391614,5437195
0,Harvey,grimes_tx,48185,TX,"Grimes, TX",130797,131076,131939,136478,469036,441572,425349,368654,629869,653993,585099,576444,1229702,1226641,1142388,1081576,20980,20701,22421,23773,26126,27658,27750,28962,29706,32043,32118,34537,34633,33065,33661,25016,25209,25350,25639,26046,26273,26422,26613,26642,26672,26793,27009,27330,27574,28082,524827,521845,568378,609510,680473,726662,733200,770770,791422,854642,860535,932817,946516,911724,945255
0,0,guadalupe_tx,48187,TX,"Guadalupe, TX",406749,426694,450422,477001,1244577,2417484,3581531,5141935,1857940,2118408,2509637,2815058,3509266,4962585,6541589,8433994,26459,28105,29388,30389,32178,33747,33541,34013,35734,36969,38177,39969,41701,42228,43019,98137,101495,105585,111878,117667,123398,128265,132594,135789,139586,142840,146765,150585,154596,159659,2596645,2852522,3102952,3399828,3786310,4164279,4302082,4509856,4852240,5160299,5453159,5866060,6279536,6528289,6868371
0,0,hale_tx,48189,TX,"Hale, TX",155099,155976,156803,162987,557561,552727,523197,577930,495209,494599,534412,556269,1207870,1203302,1214412,1297187,22882,22735,24008,23802,24744,26886,26894,30346,29503,29237,30170,30635,30763,30029,31778,35553,36259,36066,36162,36080,35662,35926,36291,36398,36269,35703,34490,34099,34209,34134,813508,824354,865869,860743,892767,958820,966203,1101270,1073845,1060408,1077154,1056591,1048996,1027258,1084701
0,0,hall_tx,48191,TX,"Hall, TX",14668,14837,14645,15352,16401,19184,20090,21689,38248,51148,44510,48189,69317,85169,79246,85230,21384,20195,22569,22168,26121,24020,31143,32152,28074,26498,34901,31916,30586,26990,30033,3699,3665,3613,3582,3440,3398,3343,3358,3311,3266,3163,3071,3092,3112,3071,79098,74013,81542,79406,89855,81621,104111,107965,92954,86542,110392,98015,94573,83992,92232
0,0,hamilton_tx,48193,TX,"Hamilton, TX",39646,41997,41257,46299,61975,67183,60488,58962,82297,86681,89823,95594,183918,195861,191568,200855,27980,29628,31496,33855,36241,40840,39168,37959,43904,47715,50410,52679,55896,56513,56845,8225,8181,8263,8389,8452,8497,8527,8464,8384,8239,8228,8150,8070,8231,8422,230134,242388,260252,284010,306312,347018,333984,321282,368089,393123,414773,429336,451079,465161,478746
0,0,hansford_tx,48195,TX,"Hansford, TX",34703,36658,37795,39301,266752,344031,337899,334789,101325,104452,110098,108608,402779,485141,485791,482698,36768,36226,43140,39807,42269,45642,41071,47786,54896,62019,54342,66123,77749,54723,60759,5216,5209,5258,5293,5365,5512,5556,5600,5574,5523,5536,5535,5609,5532,5447,191781,188702,226830,210697,226775,251578,228188,267599,305993,342533,300840,365989,436096,302729,330955
0,0,hardeman_tx,48197,TX,"Hardeman, TX",27839,25680,25682,26455,27800,34602,37197,42889,26841,27236,30529,34200,82480,87518,93408,103544,24232,23713,24098,24918,26968,30545,30931,31636,34373,34802,36503,37966,39231,37846,38151,4534,4474,4417,4409,4296,4187,4086,4159,4159,4096,4064,3988,3912,3991,3994,109866,106094,106443,109865,115856,127891,126383,131576,142958,142548,148349,151409,153473,151045,152376
Rita,Harvey,hardin_tx,48199,TX,"Hardin, TX",134314,135629,139351,144888,395839,523803,455774,386660,598840,607698,622382,620603,1128994,1267130,1217507,1152151,24975,25474,27318,29676,31813,35128,34352,35039,37038,38996,38802,41272,42948,43581,44456,49472,50220,51141,51470,52446,53206,54228,54783,55061,55117,55301,55505,55758,56261,57139,1235539,1279317,1397064,1527427,1668461,1869024,1862822,1919532,2039328,2149366,2145805,2290777,2394716,2451909,2540181
Rita,Harvey,harris_tx,48201,TX,"Harris, TX",22510427,23718471,24916846,26559297,147166060,158361188,151076820,131583809,207419397,213813227,226394473,237641342,377095884,395892886,402388140,395784448,34827,37197,40005,43126,44569,48668,43940,45783,48983,53098,51664,54624,54100,51186,53188,3586133,3630185,3681829,3807435,3863344,3938580,4034866,4107854,4180816,4262689,4353517,4452695,4551362,4617041,4652980,124893249,135030598,147289948,164198980,172183772,191682384,177293047,188069409,204786974,226341627,224919633,243224870,246226696,236329533,247482118
0,0,harrison_tx,48203,TX,"Harrison, TX",214153,207637,210343,219683,2056820,2054881,2012022,1678655,1459299,1576523,1714526,2415394,3730271,3839040,3936891,4313732,24420,25585,27721,29875,31134,35441,32739,35002,37294,38803,38231,40584,40612,39494,40068,62018,62583,62811,63699,63661,64107,65185,65752,66324,66242,66254,66626,66760,66730,66661,1514461,1601173,1741193,1902979,1982028,2272020,2134068,2301448,2473488,2570414,2532928,2703967,2711282,2635454,2670975
0,0,hartley_tx,48205,TX,"Hartley, TX",51006,52764,54260,55383,278799,448266,379937,439748,66193,65814,63983,64171,395998,566844,498180,559302,28713,25408,29506,27797,27286,29714,26742,36659,53734,51665,51515,61337,81563,54461,62274,5789,5800,5794,5911,6047,5820,5970,6064,6028,6081,5993,6039,5674,5706,5691,166222,147366,170956,164308,164998,172936,159649,222302,323906,314174,308730,370417,462786,310752,354404
0,0,haskell_tx,48207,TX,"Haskell, TX",24405,25227,26523,28517,44552,58462,58760,46452,77728,68155,70787,73752,146685,151844,156071,148721,26253,27391,27834,26305,29673,29770,27953,31513,31993,33085,36335,34780,33818,33905,34682,5883,5851,5904,5817,5802,5839,5862,5878,5958,5887,5905,5799,5817,5765,5746,154449,160266,164334,153017,172160,173825,163862,185235,190614,194773,214558,201688,196720,195463,199282
0,0,hays_tx,48209,TX,"Hays, TX",832233,878746,916775,973887,841740,980953,1059622,1067592,2453602,2761706,3005797,3422583,4127576,4621405,4982194,5464061,24679,25611,28115,30804,31844,33718,32320,33141,35073,34583,35106,37538,39659,40834,41902,115665,119395,125302,132111,140480,147674,153619,158203,163234,168478,176019,184871,194497,204345,214485,2854500,3057854,3522859,4069500,4473459,4979248,4964998,5242985,5725087,5826477,6179249,6939726,7713516,8344274,8987390
0,0,hemphill_tx,48211,TX,"Hemphill, TX",25855,27109,29722,34231,270456,339667,369756,219508,171035,175715,188080,179250,467346,542491,587559,432988,35693,33923,41016,47583,49035,59879,44922,48074,63898,75498,81577,94954,72717,57504,52632,3362,3410,3480,3523,3538,3680,3802,3795,3951,4082,4143,4175,4292,4126,4024,120000,115677,142736,167634,173486,220353,170795,182442,252461,308181,337975,396434,312103,237261,211793
0,0,henderson_tx,48213,TX,"Henderson, TX",208241,215583,222478,229923,460479,554490,585616,446924,692227,746163,814329,879335,1360947,1516236,1622424,1556182,24382,24235,25280,26158,27758,29661,29379,30353,32293,33610,34890,36219,36886,37435,38216,76349,77807,78001,78404,78178,78033,78231,78623,78792,78938,78628,79262,79447,80034,81064,1861516,1885671,1971851,2050865,2170063,2314564,2298385,2386433,2544432,2653112,2743311,2870753,2930482,2996073,3097980
0,0,hidalgo_tx,48215,TX,"Hidalgo, TX",3704924,3891083,4064781,4314940,2140474,2156073,2365928,2270180,10299623,10952269,11837021,12759079,16145021,16999424,18267729,19344199,16147,16958,17902,18720,19418,20467,21112,21939,22732,23192,23564,24365,25020,25338,25617,632475,653779,674982,695352,715264,736694,757468,779015,794639,806725,817526,829210,840113,850187,860661,10212426,11086510,12083397,13016953,13888971,15077915,15991827,17090699,18063642,18709340,19263889,20203308,21019698,21541969,22047447
0,0,hill_tx,48217,TX,"Hill, TX",129803,129923,132468,135755,213390,250309,285034,291310,323047,339885,358549,370636,666240,720118,776051,797700,21656,22888,23664,24865,27169,28691,28903,30502,30962,32197,33420,35381,36229,36651,37502,33755,34064,34203,34484,34650,34997,35005,35134,35184,35134,34849,34774,34845,35171,35852,731013,779649,809370,857455,941405,1004099,1011748,1071666,1089378,1131216,1164667,1230326,1262384,1289045,1344537
0,0,hockley_tx,48219,TX,"Hockley, TX",115006,119676,122353,127140,743353,832445,869717,668510,373929,406920,441383,434018,1232288,1359041,1433453,1229668,24671,25782,27087,28481,31265,33645,30778,36506,39011,40026,42928,42495,39096,37615,37199,22955,22919,23094,22912,22844,22958,23086,22851,22927,23063,23400,23461,23315,23103,23088,566328,590896,625540,652557,714212,772419,710532,834191,894403,923109,1004517,996966,911517,869023,858852
0,0,hood_tx,48221,TX,"Hood, TX",129940,134436,136350,141273,586616,709907,865381,670365,864160,958602,1069990,1081532,1580716,1802944,2071721,1893170,29014,30739,32718,35997,38282,39749,37332,38416,41988,43731,44286,46156,46136,46805,47368,44448,45411,46470,47952,48870,50112,50841,51263,51543,52154,52889,53842,55330,56758,58273,1289630,1395867,1520426,1726152,1870865,1991894,1897985,1969309,2164166,2280762,2342234,2485115,2552684,2656560,2760299
0,0,hopkins_tx,48223,TX,"Hopkins, TX",136558,142774,147953,154435,348271,387942,369872,352774,618489,656850,707849,724440,1103318,1187566,1225674,1231649,23681,24214,25082,25746,27978,30434,29481,30604,31927,33243,34220,36804,36992,36797,37868,32625,33061,33330,33746,34331,34472,34919,35204,35253,35313,35302,35683,35959,36203,36496,772597,800528,835994,868822,960525,1049124,1029442,1077374,1125524,1173923,1208033,1313274,1330210,1332165,1382045
0,0,houston_tx,48225,TX,"Houston, TX",103266,106969,109465,113716,139207,170338,195083,176328,384950,381577,409101,490437,627422,658885,713649,780480,23218,23114,22098,23021,24678,26466,26253,27798,29277,30985,31996,33859,35109,35503,36552,23336,23578,23500,23551,23641,23635,23660,23682,23425,23207,22806,22795,22736,22888,23021,541805,544973,519297,542166,583410,625520,621148,658304,685812,719080,729711,771812,798235,812592,841470
0,0,howard_tx,48227,TX,"Howard, TX",267537,277370,285913,301169,604376,675033,572856,539475,545534,572860,611210,599083,1417447,1525263,1469979,1439727,23036,22542,23994,25110,26907,28785,27493,29465,32669,33766,34200,36034,34750,34511,36367,33396,33403,33277,33328,33817,34393,34882,34982,34989,35482,36160,36501,37134,36618,36040,769299,752973,798433,836859,909912,990011,959004,1030742,1143054,1198083,1236674,1315289,1290389,1263716,1310679
0,0,hudspeth_tx,48229,TX,"Hudspeth, TX",76022,74297,74266,75581,14933,18630,20226,25080,19297,22905,23709,27505,110252,115832,118201,128166,18622,17997,17722,18149,18592,19514,19452,20537,20218,23550,25818,29152,35736,33881,33241,3345,3345,3416,3459,3462,3374,3423,3472,3411,3352,3337,3258,3436,4073,4408,62292,60200,60539,62776,64366,65839,66584,71305,68965,78941,86153,94976,122790,137997,146527
0,0,hunt_tx,48231,TX,"Hunt, TX",445544,474382,481326,506184,1479022,1589949,1683626,1613751,915577,1036730,1192857,1291820,2840143,3101062,3357809,3411755,24674,24839,25717,26863,28006,29333,29430,29754,31300,32195,32403,33501,35018,35883,36725,80958,82092,82822,83770,84351,84447,85261,86380,86706,87009,87472,88655,89674,91939,93872,1997526,2039106,2129915,2250284,2362342,2477115,2509235,2570123,2713874,2801279,2834359,2970043,3140216,3299020,3447466
0,0,hutchinson_tx,48233,TX,"Hutchinson, TX",92397,96255,98931,105621,926743,1024546,1081845,993908,345643,350329,356685,371379,1364783,1471130,1537461,1470908,24268,24714,26991,29953,32900,36819,33830,34537,35523,38114,38577,40046,40546,41245,42053,22773,22478,22209,22176,22138,21851,22184,22210,22013,22004,21894,21898,21781,21570,21375,552660,555511,599440,664246,728330,804524,750484,767059,781977,838665,844599,876925,883142,889664,898880
0,0,irion_tx,48235,TX,"Irion, TX",6793,6593,7314,7748,109666,160415,229341,167665,13272,15434,17467,15209,129732,182443,254122,190623,32005,32847,34068,38144,42940,47242,43573,43675,47565,48995,62210,68890,64804,55179,55231,1672,1629,1613,1649,1609,1571,1587,1607,1592,1573,1611,1574,1543,1570,1516,53513,53508,54952,62900,69090,74217,69150,70185,75723,77069,100220,108433,99992,86631,83730
0,0,jack_tx,48237,TX,"Jack, TX",35556,36051,37577,40184,295495,355533,390798,235814,102200,125244,138181,181936,433252,516827,566557,457933,19967,20326,22365,25670,28321,34120,29153,31832,35447,40612,43932,46810,41102,36712,39070,8965,9028,9092,9177,9068,9030,9057,9007,9034,9003,8899,8861,8839,8766,8832,179004,183503,203341,235573,256816,308103,264037,286707,320227,365630,390954,414780,363302,321819,345063
0,Harvey,jackson_tx,48239,TX,"Jackson, TX",61784,65245,68641,73376,256913,298270,288198,266024,161420,165782,194230,220886,480116,529298,551069,560285,25486,25475,27006,28910,30697,32812,30482,32687,34543,36878,38271,39890,39350,38450,39981,14070,14039,14037,13954,13857,13957,14089,14090,14044,14267,14609,14721,14792,14851,14805,358594,357637,379077,403410,425372,457953,429464,460561,485119,526145,559101,587225,582065,571016,591922
Rita,Harvey,jasper_tx,48241,TX,"Jasper, TX",124827,127928,129968,133635,308354,321827,341452,305414,431525,430216,467028,460598,864706,879972,938448,899647,21617,22099,23977,26437,27708,30110,29871,31419,32295,33752,33907,36940,37580,38392,39105,35580,35493,35558,34861,35069,35170,35331,35774,36192,35837,35600,35409,35250,35401,35561,769124,784373,852586,921622,971686,1058958,1055360,1123983,1168805,1209560,1207104,1308005,1324707,1359121,1390610
0,0,jeff davis_tx,48243,TX,"Jeff Davis, TX",19011,18417,17937,18106,11535,11605,12076,12107,24895,24912,26439,27886,55440,54934,56452,58099,27563,26402,24748,26087,27739,30346,29156,29785,33702,35318,37319,37189,39470,39915,39627,2235,2242,2249,2264,2277,2316,2326,2344,2282,2296,2231,2220,2204,2245,2280,61603,59193,55658,59062,63162,70281,67816,69817,76909,81089,83258,82559,86992,89609,90350
